city,country,pm25_ugm3,no2_ugm3
Delhi,India,214.89,57.8
Delhi,India,159.22,82.47
Delhi,India,196.11,97.95
Delhi,India,103.08,86.55
Delhi,India,143.38,82.44
Delhi,India,87.64,51.75
Delhi,India,116.77,38.69
Delhi,India,139.61,69.8
Delhi,India,102.54,67.06
Delhi,India,57.61,66.42
Delhi,India,246.72,66.94
Delhi,India,118.41,74.33
Delhi,India,247.1,51.75
Delhi,India,114.05,48.77
Delhi,India,93.81,92.8
Delhi,India,109.68,80.44
Delhi,India,98.13,90.19
Delhi,India,99.52,52.22
Delhi,India,135.32,72.12
Delhi,India,213.87,44.75
Delhi,India,92.96,53.22
Delhi,India,87.84,61.16
Delhi,India,96.02,59.17
Delhi,India,129.67,89.58
Delhi,India,141.68,60.85
Delhi,India,149.92,66.57
Delhi,India,61.94,93.84
Delhi,India,114.94,64.28
Delhi,India,99.82,57.39
Delhi,India,126.27,36.23
Delhi,India,154.29,66.35
São Paulo,Brazil,52.45,24.29
São Paulo,Brazil,61.42,51.03
São Paulo,Brazil,54.82,46.46
São Paulo,Brazil,59.36,27.85
São Paulo,Brazil,69.75,66.05
São Paulo,Brazil,68.12,66.81
São Paulo,Brazil,57.42,36.55
São Paulo,Brazil,57.78,66.44
São Paulo,Brazil,51.87,54.75
São Paulo,Brazil,53.92,41.62
São Paulo,Brazil,71.91,59.83
São Paulo,Brazil,63.28,41.39
São Paulo,Brazil,67.94,45.09
São Paulo,Brazil,61.2,37.27
São Paulo,Brazil,73.43,72.89
São Paulo,Brazil,64.65,28.99
São Paulo,Brazil,67.02,27.26
São Paulo,Brazil,50.32,50.26
São Paulo,Brazil,54.27,42.83
São Paulo,Brazil,69.12,77.87
São Paulo,Brazil,56.17,32.61
São Paulo,Brazil,50.72,34.77
São Paulo,Brazil,59.42,68.27
São Paulo,Brazil,52.01,42.19
São Paulo,Brazil,54.04,46.47
São Paulo,Brazil,68.68,60.37
São Paulo,Brazil,62.45,42.55
São Paulo,Brazil,50.17,42.95
São Paulo,Brazil,60.91,41.51
São Paulo,Brazil,73.3,61.78
São Paulo,Brazil,60.39,59.51
São Paulo,Brazil,55.43,59.49
São Paulo,Brazil,71.39,49.82
São Paulo,Brazil,67.42,58.11
São Paulo,Brazil,66.03,56.75
São Paulo,Brazil,67.66,56.91
São Paulo,Brazil,65.1,71.86
São Paulo,Brazil,52.42,32.39
São Paulo,Brazil,55.11,22.37
São Paulo,Brazil,65.01,31.29
São Paulo,Brazil,65.47,76.52
São Paulo,Brazil,76.95,80.22
São Paulo,Brazil,62.79,76.12
São Paulo,Brazil,51.12,66.58
São Paulo,Brazil,52.77,59.66
São Paulo,Brazil,60.1,34.31
São Paulo,Brazil,56.82,43.59
São Paulo,Brazil,73.63,55.93
São Paulo,Brazil,71.26,56.94
São Paulo,Brazil,57.66,55.55
São Paulo,Brazil,66.09,70.38
São Paulo,Brazil,74.78,68.14
São Paulo,Brazil,59.91,53.55
São Paulo,Brazil,57.88,56.29
São Paulo,Brazil,64.44,67.29
São Paulo,Brazil,55.33,48.13
São Paulo,Brazil,59.73,41.01
São Paulo,Brazil,68.04,66.08
São Paulo,Brazil,62.54,52.12
São Paulo,Brazil,75.16,28.99
São Paulo,Brazil,52.87,54.54
São Paulo,Brazil,63.75,43.28
São Paulo,Brazil,76.5,60.46
São Paulo,Brazil,52.64,87.56
São Paulo,Brazil,62.93,58.69
São Paulo,Brazil,61.29,74.66
São Paulo,Brazil,53.31,50.98
São Paulo,Brazil,63.56,36.21
São Paulo,Brazil,59.15,35.62
São Paulo,Brazil,56.14,51.02
São Paulo,Brazil,53.16,81.43
São Paulo,Brazil,58.4,25.43
São Paulo,Brazil,72.4,56.6
São Paulo,Brazil,69.05,43.92
São Paulo,Brazil,53.13,38.93
São Paulo,Brazil,70.11,55.78
São Paulo,Brazil,69.46,84.69
São Paulo,Brazil,74.53,67.7
São Paulo,Brazil,54.28,29.41
São Paulo,Brazil,67.24,60.89
São Paulo,Brazil,61.64,35.07
São Paulo,Brazil,63.75,72.05
São Paulo,Brazil,61.52,74.97
São Paulo,Brazil,77.1,73.37
São Paulo,Brazil,70.97,60.5
São Paulo,Brazil,59.88,36.5
São Paulo,Brazil,50.63,64.39
Mexico City,Mexico,87.47,35.38
Mexico City,Mexico,94.79,31.61
Mexico City,Mexico,79.18,56.94
Mexico City,Mexico,50.66,37.84
Mexico City,Mexico,60.18,84.75
Mexico City,Mexico,84.86,31.08
Mexico City,Mexico,96.97,45.02
Mexico City,Mexico,86.85,59.91
Mexico City,Mexico,59.7,72.28
Mexico City,Mexico,57.14,82.01
Mexico City,Mexico,54.48,78.5
Mexico City,Mexico,54.38,52.36
Mexico City,Mexico,67.16,53.59
Mexico City,Mexico,91.47,49.88
Mexico City,Mexico,60.01,65.14
Mexico City,Mexico,63.19,53.29
Mexico City,Mexico,73.66,51.8
Mexico City,Mexico,59.25,63.79
Mexico City,Mexico,52.13,53.43
Mexico City,Mexico,50.66,27.12
Mexico City,Mexico,55.94,43.15
Mexico City,Mexico,54.92,67.96
Mexico City,Mexico,57.34,64.12
Mexico City,Mexico,77.16,87.66
Mexico City,Mexico,103.98,46.6
Mexico City,Mexico,68.37,79.19
Mexico City,Mexico,72.21,37.2
Mexico City,Mexico,61.22,26.59
Mexico City,Mexico,78.89,33.74
Mexico City,Mexico,102.05,39.08
Mexico City,Mexico,78.66,75.87
Mexico City,Mexico,57.89,64.27
Mexico City,Mexico,72.29,44.23
Mexico City,Mexico,50.22,40.67
Mexico City,Mexico,81.71,84.64
Mexico City,Mexico,74.21,37.23
Mexico City,Mexico,74.1,78.2
Mexico City,Mexico,64.48,43.5
Mexico City,Mexico,59.0,67.85
Mexico City,Mexico,67.06,35.71
Mexico City,Mexico,93.77,50.32
Mexico City,Mexico,83.06,78.39
Mexico City,Mexico,59.51,67.01
Mexico City,Mexico,76.85,89.03
Mexico City,Mexico,69.61,32.54
Mexico City,Mexico,53.15,30.3
Mexico City,Mexico,77.59,43.25
Mexico City,Mexico,67.84,72.88
Mexico City,Mexico,59.27,40.2
Mexico City,Mexico,53.57,50.83
Mexico City,Mexico,61.35,65.66
Mexico City,Mexico,64.65,55.75
Mexico City,Mexico,89.88,88.14
Mexico City,Mexico,64.47,65.34
Mexico City,Mexico,56.73,36.04
Mexico City,Mexico,84.89,52.68
Mexico City,Mexico,77.59,32.9
Mexico City,Mexico,71.32,51.17
Mexico City,Mexico,61.83,86.02
Mexico City,Mexico,67.79,93.46
Mexico City,Mexico,58.32,73.52
Mexico City,Mexico,71.0,40.29
Mexico City,Mexico,56.66,30.55
Mexico City,Mexico,63.14,31.82
Mexico City,Mexico,65.02,54.74
Mexico City,Mexico,98.33,72.01
Mexico City,Mexico,69.1,89.37
Mexico City,Mexico,81.89,59.11
Mexico City,Mexico,69.48,61.87
Mexico City,Mexico,50.66,43.07
Mexico City,Mexico,57.89,59.85
Mexico City,Mexico,56.06,47.98
Mexico City,Mexico,92.06,64.89
Mexico City,Mexico,72.97,47.49
Mexico City,Mexico,86.46,65.98
Mexico City,Mexico,70.15,47.72
Mexico City,Mexico,51.18,32.68
Mexico City,Mexico,55.94,28.73
Mexico City,Mexico,52.12,52.33
Mexico City,Mexico,59.74,53.55
Mexico City,Mexico,64.85,42.82
Mexico City,Mexico,79.99,68.74
Mexico City,Mexico,56.36,79.21
Mexico City,Mexico,96.53,81.66
Mexico City,Mexico,92.13,69.83
Mexico City,Mexico,50.22,76.93
Mexico City,Mexico,51.24,67.19
Mexico City,Mexico,52.8,55.53
Mexico City,Mexico,75.7,53.27
Mexico City,Mexico,65.16,34.02
Mexico City,Mexico,86.58,82.33
Mexico City,Mexico,86.91,88.19
Mexico City,Mexico,61.62,55.05
Mexico City,Mexico,69.38,59.11
Mexico City,Mexico,79.34,62.6
Mexico City,Mexico,89.51,55.99
Mexico City,Mexico,68.74,72.65
Mexico City,Mexico,96.35,63.47
Mexico City,Mexico,86.09,70.95
Mexico City,Mexico,53.64,29.27
Mexico City,Mexico,106.92,74.93
Mexico City,Mexico,100.03,94.96
Mexico City,Mexico,71.35,59.52
Mexico City,Mexico,67.2,96.31
Mexico City,Mexico,59.19,61.92
Mexico City,Mexico,88.4,76.9
Mexico City,Mexico,86.76,36.8
Mexico City,Mexico,84.18,78.29
Mexico City,Mexico,75.3,83.34
Mexico City,Mexico,57.91,35.9
Mexico City,Mexico,59.13,64.35
Mexico City,Mexico,79.46,29.9
Mexico City,Mexico,106.43,54.51
Mexico City,Mexico,67.48,84.19
Mexico City,Mexico,65.9,63.03
Mexico City,Mexico,53.33,89.7
Mexico City,Mexico,50.59,52.83
Mexico City,Mexico,62.04,27.49
Mexico City,Mexico,77.99,44.52
Mexico City,Mexico,96.17,74.34
Mexico City,Mexico,69.81,75.07
Mexico City,Mexico,92.28,49.61
Mexico City,Mexico,69.57,82.33
Mexico City,Mexico,65.7,44.86
Mexico City,Mexico,90.56,46.18
Mexico City,Mexico,53.98,38.09
Mexico City,Mexico,72.66,83.16
Mexico City,Mexico,63.75,42.14
Mexico City,Mexico,62.01,72.18
Mexico City,Mexico,75.85,30.75
Mexico City,Mexico,58.86,44.53
Mexico City,Mexico,96.05,64.19
Mexico City,Mexico,109.55,41.82
Mexico City,Mexico,79.73,46.99
Mexico City,Mexico,90.36,62.31
Mexico City,Mexico,54.67,79.38
Mexico City,Mexico,51.63,29.98
Mexico City,Mexico,56.92,56.27
Mexico City,Mexico,91.32,55.98
Mexico City,Mexico,64.83,55.26
Mexico City,Mexico,90.41,48.14
Mexico City,Mexico,65.74,74.04
Mexico City,Mexico,74.51,81.64
Mexico City,Mexico,65.79,75.62
Mexico City,Mexico,62.21,44.01
Mexico City,Mexico,55.75,62.84
Mexico City,Mexico,104.47,46.66
Mexico City,Mexico,99.2,69.69
Mexico City,Mexico,79.43,92.17
Mexico City,Mexico,98.91,87.23
Mexico City,Mexico,64.76,74.39
Mexico City,Mexico,107.91,60.27
Mexico City,Mexico,55.55,72.42
Mexico City,Mexico,97.09,94.33
Mexico City,Mexico,77.89,89.81
Mexico City,Mexico,64.25,72.98
Mexico City,Mexico,64.17,69.73
Mexico City,Mexico,85.8,44.0
Mexico City,Mexico,57.78,48.0
Mexico City,Mexico,63.0,47.27
Lagos,Nigeria,52.96,24.56
Lagos,Nigeria,101.49,33.71
Lagos,Nigeria,117.04,43.05
Lagos,Nigeria,58.04,48.74
Lagos,Nigeria,68.99,69.96
Lagos,Nigeria,93.4,49.79
Lagos,Nigeria,50.18,60.82
Lagos,Nigeria,64.18,53.62
Lagos,Nigeria,72.14,42.03
Lagos,Nigeria,75.35,21.2
Lagos,Nigeria,83.14,38.51
Lagos,Nigeria,121.0,58.22
Lagos,Nigeria,99.36,42.05
Lagos,Nigeria,58.38,27.43
Lagos,Nigeria,59.61,68.37
Lagos,Nigeria,78.85,32.1
Lagos,Nigeria,58.12,33.47
Lagos,Nigeria,78.34,25.4
Lagos,Nigeria,83.65,48.48
Lagos,Nigeria,82.01,30.11
Lagos,Nigeria,75.42,37.57
Lagos,Nigeria,79.48,46.55
Lagos,Nigeria,114.71,29.39
Lagos,Nigeria,76.26,67.43
Lagos,Nigeria,62.41,27.19
Lagos,Nigeria,57.37,41.56
Lagos,Nigeria,67.59,21.17
Lagos,Nigeria,77.13,31.81
Lagos,Nigeria,56.05,29.6
Lagos,Nigeria,50.8,53.79
Lagos,Nigeria,102.46,32.42
Lagos,Nigeria,80.56,67.08
Lagos,Nigeria,51.38,29.79
Lagos,Nigeria,64.98,22.26
Lagos,Nigeria,55.23,45.66
Lagos,Nigeria,70.6,30.0
Lagos,Nigeria,81.3,35.93
Lagos,Nigeria,67.37,28.9
Lagos,Nigeria,93.68,41.47
Lagos,Nigeria,122.6,58.06
Lagos,Nigeria,93.97,37.86
Lagos,Nigeria,67.01,35.09
Lagos,Nigeria,53.53,39.39
Lagos,Nigeria,61.45,48.8
Lagos,Nigeria,52.69,23.97
Lagos,Nigeria,51.46,52.67
Lagos,Nigeria,106.34,45.15
Lagos,Nigeria,107.0,48.57
Lagos,Nigeria,74.66,30.03
Lagos,Nigeria,71.16,70.6
Lagos,Nigeria,83.23,37.5
Lagos,Nigeria,56.72,43.12
Lagos,Nigeria,67.56,35.94
Lagos,Nigeria,83.97,48.52
Lagos,Nigeria,83.21,42.66
Lagos,Nigeria,113.55,39.2
Lagos,Nigeria,93.37,41.49
Lagos,Nigeria,72.58,38.64
Lagos,Nigeria,54.53,53.11
Lagos,Nigeria,95.06,43.23
Lagos,Nigeria,98.94,18.48
Lagos,Nigeria,82.12,59.67
Lagos,Nigeria,90.29,67.45
Lagos,Nigeria,106.1,46.09
Lagos,Nigeria,94.33,41.93
Lagos,Nigeria,86.27,18.77
Lagos,Nigeria,72.74,33.52
Lagos,Nigeria,110.1,49.9
Lagos,Nigeria,98.41,63.51
Lagos,Nigeria,97.11,60.39
Lagos,Nigeria,71.46,57.82
Lagos,Nigeria,56.94,50.27
Lagos,Nigeria,80.89,48.94
Lagos,Nigeria,79.48,43.26
Lagos,Nigeria,115.02,59.6
Lagos,Nigeria,114.43,41.13
Lagos,Nigeria,55.89,62.37
Lagos,Nigeria,51.28,26.91
Lagos,Nigeria,72.1,69.06
Lagos,Nigeria,61.15,38.89
Lagos,Nigeria,91.65,38.13
Lagos,Nigeria,75.61,28.24
Lagos,Nigeria,83.41,56.76
Lagos,Nigeria,71.91,64.28
Lagos,Nigeria,121.55,68.85
Lagos,Nigeria,78.07,55.55
Lagos,Nigeria,83.95,53.52
Lagos,Nigeria,65.55,65.51
Lagos,Nigeria,59.13,24.0
Lagos,Nigeria,58.71,18.04
Lagos,Nigeria,89.84,25.2
Lagos,Nigeria,107.83,23.71
Lagos,Nigeria,80.18,43.35
Lagos,Nigeria,74.3,41.52
Lagos,Nigeria,78.49,26.33
Lagos,Nigeria,64.48,21.8
Lagos,Nigeria,57.3,36.32
Lagos,Nigeria,77.78,20.5
Lagos,Nigeria,120.81,56.73
Lagos,Nigeria,62.99,47.05
Lagos,Nigeria,139.57,59.49
Lagos,Nigeria,78.82,45.45
Lagos,Nigeria,68.83,77.72
Lagos,Nigeria,73.62,25.49
Lagos,Nigeria,87.45,51.36
Lagos,Nigeria,74.49,46.95
Lagos,Nigeria,77.74,63.8
Lagos,Nigeria,142.21,27.1
Lagos,Nigeria,95.55,51.93
Lagos,Nigeria,80.91,43.25
Lagos,Nigeria,59.55,28.36
Lagos,Nigeria,57.46,35.44
Lagos,Nigeria,84.33,43.97
Lagos,Nigeria,115.65,45.47
Lagos,Nigeria,63.7,22.11
Lagos,Nigeria,124.41,30.27
Lagos,Nigeria,103.76,59.69
Lagos,Nigeria,59.86,26.69
Lagos,Nigeria,60.55,65.57
Lagos,Nigeria,65.85,35.24
Lagos,Nigeria,54.77,43.32
Lagos,Nigeria,100.24,34.83
Lagos,Nigeria,60.54,44.58
Lagos,Nigeria,120.5,44.74
Lagos,Nigeria,77.1,36.76
Lagos,Nigeria,77.0,19.15
Lagos,Nigeria,69.17,23.17
Lagos,Nigeria,70.35,35.99
Lagos,Nigeria,50.08,22.19
Lagos,Nigeria,136.94,47.61
Lagos,Nigeria,104.66,29.37
Lagos,Nigeria,118.54,59.67
Lagos,Nigeria,101.61,48.93
Lagos,Nigeria,69.15,45.99
Lagos,Nigeria,110.06,56.28
Lagos,Nigeria,116.07,25.93
Lagos,Nigeria,56.66,61.21
Lagos,Nigeria,50.84,32.09
Lagos,Nigeria,50.09,24.65
Lagos,Nigeria,111.18,25.76
Lagos,Nigeria,60.08,64.87
Lagos,Nigeria,99.29,68.92
Lagos,Nigeria,136.34,40.96
Lagos,Nigeria,91.82,46.2
Lagos,Nigeria,52.47,57.5
Lagos,Nigeria,79.35,53.33
Lagos,Nigeria,51.35,24.7
Lagos,Nigeria,87.77,35.87
Lagos,Nigeria,56.57,31.37
Lagos,Nigeria,84.13,50.72
Lagos,Nigeria,117.37,65.92
Lagos,Nigeria,67.64,29.87
Lagos,Nigeria,87.84,71.98
Lagos,Nigeria,55.07,32.95
Lagos,Nigeria,51.96,24.21
Lagos,Nigeria,50.35,52.34
Lagos,Nigeria,75.11,54.22
Lagos,Nigeria,77.5,45.94
Lagos,Nigeria,124.2,40.94
Lagos,Nigeria,104.93,64.62
Lagos,Nigeria,70.2,50.06
Lagos,Nigeria,105.37,76.12
Lagos,Nigeria,89.37,25.73
Lagos,Nigeria,59.17,32.74
Lagos,Nigeria,58.16,23.79
Lagos,Nigeria,92.26,43.79
Lagos,Nigeria,51.44,23.96
Lagos,Nigeria,77.84,26.48
Lagos,Nigeria,71.59,29.93
Lagos,Nigeria,95.33,58.82
Lagos,Nigeria,88.46,32.68
Lagos,Nigeria,118.65,61.92
Lagos,Nigeria,71.16,57.76
Lagos,Nigeria,92.38,65.11
Lagos,Nigeria,77.85,48.51
Lagos,Nigeria,60.09,53.86
Lagos,Nigeria,116.8,47.61
Lagos,Nigeria,73.49,74.23
Lagos,Nigeria,90.09,52.62
Lagos,Nigeria,63.21,55.27
Lagos,Nigeria,64.94,53.85
Lagos,Nigeria,80.63,50.53
Lagos,Nigeria,67.69,38.81
Lagos,Nigeria,109.85,49.36
Lagos,Nigeria,136.52,32.99
Lagos,Nigeria,93.68,38.85
Lagos,Nigeria,126.13,55.83
Lagos,Nigeria,82.3,37.53
Lagos,Nigeria,58.23,75.07
Lagos,Nigeria,91.32,70.74
Lagos,Nigeria,75.15,50.27
Lagos,Nigeria,121.95,39.41
Lagos,Nigeria,93.17,42.68
Lagos,Nigeria,103.35,62.07
Lagos,Nigeria,53.71,58.51
Lagos,Nigeria,85.7,61.26
Lagos,Nigeria,50.56,63.03
Lagos,Nigeria,64.41,60.57
Lagos,Nigeria,64.02,42.97
Lagos,Nigeria,89.84,28.97
Lagos,Nigeria,100.41,32.37
Lagos,Nigeria,106.42,44.79
Lagos,Nigeria,96.46,37.45
Lagos,Nigeria,94.31,26.03
Lagos,Nigeria,82.03,71.08
Lagos,Nigeria,63.16,51.17
Lagos,Nigeria,53.99,66.42
Lagos,Nigeria,52.77,50.09
Lagos,Nigeria,57.48,37.07
Lagos,Nigeria,89.98,27.56
Lagos,Nigeria,58.23,39.17
Lagos,Nigeria,92.01,23.91
Lagos,Nigeria,73.85,49.17
Lagos,Nigeria,63.02,71.16
Lagos,Nigeria,94.52,73.85
Lagos,Nigeria,97.99,31.67
Lagos,Nigeria,54.42,24.15
